quant,block,chunks,positions,method,candidate_temperature,candidate_top_p,sampler_js,sampler_tv,sampler_support_jaccard
Q2_K_XL,6,6,63,frozen-top-p,0.8,0.9312499999999999,0.045079657190760215,0.1449625122819155,0.7378158747629812
Q2_K_XL,6,6,63,same-settings,0.8,0.95,0.04530247550694242,0.14685020891446915,0.7147358229410422
Q2_K_XL,7,7,63,frozen-joint,0.72875,0.9649999999999999,0.0339927896986612,0.114134190559742,0.779309584297708
Q2_K_XL,7,7,63,frozen-temperature,0.7625000000000002,0.95,0.03447257957443418,0.11526133854769999,0.7760061675744719
Q2_K_XL,7,7,63,frozen-top-p,0.8,0.9312499999999999,0.03469114276092677,0.11585436201107407,0.7826728062778836
Q2_K_XL,7,7,63,same-settings,0.8,0.95,0.03461826845840921,0.11673004369414042,0.7724920322197963
Q2_K_XL,8,8,63,frozen-joint,0.72875,0.9649999999999999,0.0487668844871223,0.1466798023690307,0.7390731230181429
Q2_K_XL,8,8,63,frozen-temperature,0.7625000000000002,0.95,0.049849226623625745,0.14767560226813195,0.7390194174574859
Q2_K_XL,8,8,63,frozen-top-p,0.8,0.9312499999999999,0.04996436737876918,0.14829201538056608,0.7467533545935976
Q2_K_XL,8,8,63,same-settings,0.8,0.95,0.04943624116288173,0.1497468226367519,0.7266209347358988
Q2_K_XL,9,9,63,frozen-joint,0.72875,0.9649999999999999,0.0423527146820792,0.13917634816515068,0.7815635087908113
Q2_K_XL,9,9,63,frozen-temperature,0.7625000000000002,0.95,0.04206376305840436,0.1383211796600667,0.791269788799695
Q2_K_XL,9,9,63,frozen-top-p,0.8,0.9312499999999999,0.04237313023195528,0.13986796359457668,0.7886421963776648
Q2_K_XL,9,9,63,same-settings,0.8,0.95,0.04238671448085427,0.14012872894841527,0.7781687986042566
Q2_K_XL,10,10,63,frozen-joint,0.72875,0.9649999999999999,0.048171503092384056,0.16546540278645736,0.7246303194932335
Q2_K_XL,10,10,63,frozen-temperature,0.7625000000000002,0.95,0.047896121052049455,0.16502060214914974,0.7442095406811072
Q2_K_XL,10,10,63,frozen-top-p,0.8,0.9312499999999999,0.048764151642985996,0.16596398617894875,0.7484334782885674
Q2_K_XL,10,10,63,same-settings,0.8,0.95,0.04934124463415217,0.1678721493494416,0.702499677812606
Q2_K_XL,11,11,63,frozen-joint,0.72875,0.9649999999999999,0.049082470884997516,0.1693388063844944,0.6890584355838606
Q2_K_XL,11,11,63,frozen-temperature,0.7625000000000002,0.95,0.04959422968409305,0.17000113599120625,0.6912431205566308
Q2_K_XL,11,11,63,frozen-top-p,0.8,0.9312499999999999,0.0501334219202002,0.1701885023050838,0.6941280335898771
Q2_K_XL,11,11,63,same-settings,0.8,0.95,0.04997498805125129,0.17159507671991983,0.6742480011201136
